"country","province","date","cases","deaths","recovered"
"6048","Australia","western australia",2020-03-29,311,2,28
"6057","Australia","australian capital territory",2020-03-30,78,1,2
"6104","Australia","new south wales",2020-03-30,2032,8,4
"6107","Australia","northern territory",2020-03-30,15,0,0
"6115","Australia","queensland",2020-03-30,689,2,8
"6128","Australia","south australia",2020-03-30,305,0,6
"6130","Australia","tasmania",2020-03-30,66,0,5
"6135","Australia","victoria",2020-03-30,821,4,191
"6137","Australia","western australia",2020-03-30,355,2,41
"6146","Australia","australian capital territory",2020-03-31,80,1,3
"6193","Australia","new south wales",2020-03-31,2032,8,4
"6196","Australia","northern territory",2020-03-31,17,0,0
"6204","Australia","queensland",2020-03-31,743,2,8
"6217","Australia","south australia",2020-03-31,337,0,6
"6219","Australia","tasmania",2020-03-31,69,1,5
"6224","Australia","victoria",2020-03-31,917,4,291
"6226","Australia","western australia",2020-03-31,364,2,41
"6235","Australia","australian capital territory",2020-04-01,84,1,8
"6282","Australia","new south wales",2020-04-01,2182,9,4
"6285","Australia","northern territory",2020-04-01,19,0,0
"6293","Australia","queensland",2020-04-01,781,2,8
"6306","Australia","south australia",2020-04-01,367,0,6
"6308","Australia","tasmania",2020-04-01,69,2,5
"6313","Australia","victoria",2020-04-01,968,4,343
"6315","Australia","western australia",2020-04-01,392,2,48
"6324","Australia","australian capital territory",2020-04-02,87,1,11
"6371","Australia","new south wales",2020-04-02,2298,10,4
"6374","Australia","northern territory",2020-04-02,21,0,0
"6382","Australia","queensland",2020-04-02,835,4,8
"6395","Australia","south australia",2020-04-02,367,0,6
"6397","Australia","tasmania",2020-04-02,72,2,5
"6402","Australia","victoria",2020-04-02,1036,5,422
"6404","Australia","western australia",2020-04-02,400,2,64
"6413","Australia","australian capital territory",2020-04-03,91,1,18
"6460","Australia","new south wales",2020-04-03,2389,12,4
"6463","Australia","northern territory",2020-04-03,22,0,0
"6471","Australia","queensland",2020-04-03,873,4,8
"6484","Australia","south australia",2020-04-03,396,0,46
"6486","Australia","tasmania",2020-04-03,74,2,5
"6491","Australia","victoria",2020-04-03,1085,7,476
"6493","Australia","western australia",2020-04-03,400,2,92
"6502","Australia","australian capital territory",2020-04-04,93,2,18
"6549","Australia","new south wales",2020-04-04,2493,12,4
"6552","Australia","northern territory",2020-04-04,26,0,1
"6560","Australia","queensland",2020-04-04,900,4,8
"6573","Australia","south australia",2020-04-04,407,0,46
"6575","Australia","tasmania",2020-04-04,80,2,5
"6580","Australia","victoria",2020-04-04,1115,8,527
"6582","Australia","western australia",2020-04-04,436,2,92
"6591","Australia","australian capital territory",2020-04-05,96,2,28
"6638","Australia","new south wales",2020-04-05,2580,16,4
"6641","Australia","northern territory",2020-04-05,27,0,1
"6649","Australia","queensland",2020-04-05,907,4,8
"6662","Australia","south australia",2020-04-05,407,0,46
"6664","Australia","tasmania",2020-04-05,82,2,5
"6669","Australia","victoria",2020-04-05,1135,8,573
"6671","Australia","western australia",2020-04-05,453,3,92
"6680","Australia","australian capital territory",2020-04-06,96,2,40
"6727","Australia","new south wales",2020-04-06,2637,18,4
"6730","Australia","northern territory",2020-04-06,28,0,2
"6738","Australia","queensland",2020-04-06,921,4,173
"6751","Australia","south australia",2020-04-06,411,0,53
"6753","Australia","tasmania",2020-04-06,86,2,26
"6758","Australia","victoria",2020-04-06,1158,10,620
"6760","Australia","western australia",2020-04-06,460,4,162
"6769","Australia","australian capital territory",2020-04-07,96,2,40
"6816","Australia","new south wales",2020-04-07,2686,21,4
"6819","Australia","northern territory",2020-04-07,28,0,2
"6827","Australia","queensland",2020-04-07,934,4,173
"6840","Australia","south australia",2020-04-07,411,1,53
"6842","Australia","tasmania",2020-04-07,89,2,26
"6847","Australia","victoria",2020-04-07,1191,11,620
"6849","Australia","western australia",2020-04-07,460,4,162
"6858","Australia","australian capital territory",2020-04-08,99,2,40
"6905","Australia","new south wales",2020-04-08,2734,21,4
"6908","Australia","northern territory",2020-04-08,28,0,2
"6916","Australia","queensland",2020-04-08,943,4,173
"6929","Australia","south australia",2020-04-08,415,2,53
"6931","Australia","tasmania",2020-04-08,98,3,26
"6936","Australia","victoria",2020-04-08,1212,12,620
"6938","Australia","western australia",2020-04-08,481,6,162
"6947","Australia","australian capital territory",2020-04-09,100,2,47
"6994","Australia","new south wales",2020-04-09,2773,21,4
"6997","Australia","northern territory",2020-04-09,28,0,2
"7005","Australia","queensland",2020-04-09,953,4,345
"7018","Australia","south australia",2020-04-09,420,3,120
"7020","Australia","tasmania",2020-04-09,111,3,48
"7025","Australia","victoria",2020-04-09,1228,12,736
"7027","Australia","western australia",2020-04-09,495,6,170
"7036","Australia","australian capital territory",2020-04-10,103,2,59
"7083","Australia","new south wales",2020-04-10,2822,22,4
"7086","Australia","northern territory",2020-04-10,28,0,2
"7094","Australia","queensland",2020-04-10,965,4,372
"7107","Australia","south australia",2020-04-10,428,3,179
"7109","Australia","tasmania",2020-04-10,122,4,48
"7114","Australia","victoria",2020-04-10,1241,13,926
"7116","Australia","western australia",2020-04-10,506,6,203
"7125","Australia","australian capital territory",2020-04-11,103,2,59
"7172","Australia","new south wales",2020-04-11,2857,23,4
"7175","Australia","northern territory",2020-04-11,28,0,2
"7183","Australia","queensland",2020-04-11,974,5,372
"7196","Australia","south australia",2020-04-11,429,3,179
"7198","Australia","tasmania",2020-04-11,133,4,48
"7203","Australia","victoria",2020-04-11,1265,14,926
"7205","Australia","western australia",2020-04-11,514,6,216
"7214","Australia","australian capital territory",2020-04-12,103,2,59
"7261","Australia","new south wales",2020-04-12,2857,24,4
"7264","Australia","northern territory",2020-04-12,28,0,2
"7272","Australia","queensland",2020-04-12,983,5,372
"7285","Australia","south australia",2020-04-12,429,4,179
"7287","Australia","tasmania",2020-04-12,133,5,48
"7292","Australia","victoria",2020-04-12,1268,14,926
"7294","Australia","western australia",2020-04-12,514,6,216
"7303","Australia","australian capital territory",2020-04-13,102,2,59
"7350","Australia","new south wales",2020-04-13,2863,25,4
"7353","Australia","northern territory",2020-04-13,28,0,2
"7361","Australia","queensland",2020-04-13,987,5,372
"7374","Australia","south australia",2020-04-13,429,4,179
"7376","Australia","tasmania",2020-04-13,144,5,48
"7381","Australia","victoria",2020-04-13,1281,14,926
"7383","Australia","western australia",2020-04-13,517,6,216
"7392","Australia","australian capital territory",2020-04-14,103,2,72
"7439","Australia","new south wales",2020-04-14,2870,25,4
"7442","Australia","northern territory",2020-04-14,28,0,6
"7450","Australia","queensland",2020-04-14,998,5,442
"7463","Australia","south australia",2020-04-14,433,4,240
"7465","Australia","tasmania",2020-04-14,165,6,53
"7470","Australia","victoria",2020-04-14,1291,14,1118
"7472","Australia","western australia",2020-04-14,527,6,251
"7481","Australia","australian capital territory",2020-04-15,103,3,72
"7528","Australia","new south wales",2020-04-15,2886,25,4
"7531","Australia","northern territory",2020-04-15,28,0,6
"7539","Australia","queensland",2020-04-15,999,5,442
"7552","Australia","south australia",2020-04-15,433,4,240
"7554","Australia","tasmania",2020-04-15,165,6,53
"7559","Australia","victoria",2020-04-15,1299,14,1118
"7561","Australia","western australia",2020-04-15,527,6,251
"7570","Australia","australian capital territory",2020-04-16,103,3,82
"7617","Australia","new south wales",2020-04-16,2897,25,4
"7620","Australia","northern territory",2020-04-16,28,0,6
"7628","Australia","queensland",2020-04-16,1001,5,442
"7641","Australia","south australia",2020-04-16,433,4,279
"7643","Australia","tasmania",2020-04-16,169,6,67
"7648","Australia","victoria",2020-04-16,1299,14,1137
"7650","Australia","western australia",2020-04-16,532,6,338
"7659","Australia","australian capital territory",2020-04-17,103,3,81
"7706","Australia","new south wales",2020-04-17,2926,26,1379
"7709","Australia","northern territory",2020-04-17,28,0,9
"7717","Australia","queensland",2020-04-17,1007,5,442
"7730","Australia","south australia",2020-04-17,435,4,331
"7732","Australia","tasmania",2020-04-17,180,7,67
"7737","Australia","victoria",2020-04-17,1302,14,1159
"7739","Australia","western australia",2020-04-17,541,7,340
"7748","Australia","australian capital territory",2020-04-18,103,3,88
"7795","Australia","new south wales",2020-04-18,2936,26,1379
"7798","Australia","northern territory",2020-04-18,28,0,9
"7806","Australia","queensland",2020-04-18,1015,6,738
"7819","Australia","south australia",2020-04-18,435,4,331
"7821","Australia","tasmania",2020-04-18,188,7,67
"7826","Australia","victoria",2020-04-18,1319,14,1172
"7828","Australia","western australia",2020-04-18,544,7,340
"7837","Australia","australian capital territory",2020-04-19,103,3,88
"7884","Australia","new south wales",2020-04-19,2957,26,1379
"7887","Australia","northern territory",2020-04-19,28,0,9
"7895","Australia","queensland",2020-04-19,1019,6,738
"7908","Australia","south australia",2020-04-19,435,4,331
"7910","Australia","tasmania",2020-04-19,195,7,67
"7915","Australia","victoria",2020-04-19,1328,14,1172
"7917","Australia","western australia",2020-04-19,545,7,340
"7926","Australia","australian capital territory",2020-04-20,104,3,91
"7973","Australia","new south wales",2020-04-20,2963,26,1379
"7976","Australia","northern territory",2020-04-20,28,0,12
"7984","Australia","queensland",2020-04-20,1019,6,738
"7997","Australia","south australia",2020-04-20,435,4,369
"7999","Australia","tasmania",2020-04-20,200,7,71
"8004","Australia","victoria",2020-04-20,1329,14,1196
"8006","Australia","western australia",2020-04-20,545,7,435
"8015","Australia","australian capital territory",2020-04-21,104,3,92
"8062","Australia","new south wales",2020-04-21,2969,26,1755
"8065","Australia","northern territory",2020-04-21,28,0,15
"8073","Australia","queensland",2020-04-21,1024,6,738
"8086","Australia","south australia",2020-04-21,437,4,376
"8088","Australia","tasmania",2020-04-21,201,7,74
"8093","Australia","victoria",2020-04-21,1336,14,1202
"8095","Australia","western australia",2020-04-21,546,7,443
"8104","Australia","australian capital territory",2020-04-22,104,3,93
"8151","Australia","new south wales",2020-04-22,2971,26,1926
"8154","Australia","northern territory",2020-04-22,28,0,16
"8162","Australia","queensland",2020-04-22,1024,6,738
"8175","Australia","south australia",2020-04-22,438,4,388
"8177","Australia","tasmania",2020-04-22,205,7,77
"8182","Australia","victoria",2020-04-22,1336,14,1243
"8184","Australia","western australia",2020-04-22,546,7,451
"8193","Australia","australian capital territory",2020-04-23,104,3,93
"8240","Australia","new south wales",2020-04-23,2976,31,2006
"8243","Australia","northern territory",2020-04-23,28,0,16
"8251","Australia","queensland",2020-04-23,1026,6,738
"8264","Australia","south australia",2020-04-23,438,4,394
"8266","Australia","tasmania",2020-04-23,207,8,91
"8271","Australia","victoria",2020-04-23,1337,16,1251
"8273","Australia","western australia",2020-04-23,546,7,458
"8282","Australia","australian capital territory",2020-04-24,105,3,97
"8329","Australia","new south wales",2020-04-24,2982,33,2056
"8332","Australia","northern territory",2020-04-24,28,0,20
"8340","Australia","queensland",2020-04-24,1026,6,738
"8353","Australia","south australia",2020-04-24,438,4,401
"8355","Australia","tasmania",2020-04-24,207,9,106
"8360","Australia","victoria",2020-04-24,1343,16,1254
"8362","Australia","western australia",2020-04-24,548,8,464
"8371","Australia","australian capital territory",2020-04-25,106,3,98
"8418","Australia","new south wales",2020-04-25,2994,33,2193
"8421","Australia","northern territory",2020-04-25,28,0,23
"8429","Australia","queensland",2020-04-25,1026,6,803
"8442","Australia","south australia",2020-04-25,438,4,402
"8444","Australia","tasmania",2020-04-25,207,10,117
"8449","Australia","victoria",2020-04-25,1346,16,1262
"8451","Australia","western australia",2020-04-25,549,8,478
"8460","Australia","australian capital territory",2020-04-26,106,3,99
"8507","Australia","new south wales",2020-04-26,3002,34,2208
"8510","Australia","northern territory",2020-04-26,28,0,23
"8518","Australia","queensland",2020-04-26,1030,6,926
"8531","Australia","south australia",2020-04-26,438,4,411
"8533","Australia","tasmania",2020-04-26,212,11,123
"8538","Australia","victoria",2020-04-26,1349,17,1265
"8540","Australia","western australia",2020-04-26,549,8,486
"8549","Australia","australian capital territory",2020-04-27,106,3,100
"8596","Australia","new south wales",2020-04-27,3004,34,2227
"8599","Australia","northern territory",2020-04-27,28,0,23
"8607","Australia","queensland",2020-04-27,1033,6,926
"8620","Australia","south australia",2020-04-27,438,4,414
"8622","Australia","tasmania",2020-04-27,214,11,132
"8627","Australia","victoria",2020-04-27,1349,17,1280
"8629","Australia","western australia",2020-04-27,549,8,486
"8638","Australia","australian capital territory",2020-04-28,106,3,101
"8685","Australia","new south wales",2020-04-28,3016,39,2266
"8688","Australia","northern territory",2020-04-28,28,0,25
"8696","Australia","queensland",2020-04-28,1034,6,934
"8709","Australia","south australia",2020-04-28,438,4,420
"8711","Australia","tasmania",2020-04-28,218,11,137
"8716","Australia","victoria",2020-04-28,1354,18,1287
"8718","Australia","western australia",2020-04-28,550,8,495
"8727","Australia","australian capital territory",2020-04-29,106,3,101
"8774","Australia","new south wales",2020-04-29,3016,40,2284
"8777","Australia","northern territory",2020-04-29,28,0,25
"8785","Australia","queensland",2020-04-29,1033,6,943
"8798","Australia","south australia",2020-04-29,438,4,420
"8800","Australia","tasmania",2020-04-29,219,12,144
"8805","Australia","victoria",2020-04-29,1361,18,1291
"8807","Australia","western australia",2020-04-29,551,8,507
"8816","Australia","australian capital territory",2020-04-30,106,3,103
"8863","Australia","new south wales",2020-04-30,3025,41,2293
"8866","Australia","northern territory",2020-04-30,28,0,25
"8874","Australia","queensland",2020-04-30,1033,6,948
"8887","Australia","south australia",2020-04-30,438,4,420
"8889","Australia","tasmania",2020-04-30,221,13,153
"8894","Australia","victoria",2020-04-30,1364,18,1293
"8896","Australia","western australia",2020-04-30,551,8,507
